PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
15861034,Identification and functional characterization of novel CYP2J2 variants: G312R variant causes loss of enzyme catalytic activity,"Lee SS, Jeong HE, Liu KH, Ryu JY, Moon T, Yoon CN, Oh SJ, Yun CH, Shin JG.",Pharmacogenet Genomics. 2005 Feb;15(2):105-13. doi: 10.1097/01213011-200502000-00006.,Lee SS,Pharmacogenet Genomics,2005,2005/4/30,,,10.1097/01213011-200502000-00006
15840432,Gene expression of drug metabolizing enzymes in adult and aged mouse liver: a modulation by immobilization stress,"Mikhailova ON, Gulyaeva LF, Filipenko ML.",Toxicology. 2005 Jun 1;210(2-3):189-96. doi: 10.1016/j.tox.2005.01.018.,Mikhailova ON,Toxicology,2005,2005/4/21,,,10.1016/j.tox.2005.01.018
15833343,Partially and fully beta-brominated Mn-porphyrins in P450 biomimetic systems: effects of the degree of bromination on electrochemical and catalytic properties,"do Nascimento E, de F Silva G, Caetano FA, Fernandes MA, da Silva DC, de Carvalho ME, Pernaut JM, Rebouças JS, Idemori YM.",J Inorg Biochem. 2005 May;99(5):1193-204. doi: 10.1016/j.jinorgbio.2005.02.019.,do Nascimento E,J Inorg Biochem,2005,2005/4/19,,,10.1016/j.jinorgbio.2005.02.019
15822184,Cytochrome P450 ubiquitination: branding for the proteolytic slaughter?,"Correia MA, Sadeghi S, Mundo-Paredes E.",Annu Rev Pharmacol Toxicol. 2005;45:439-64. doi: 10.1146/annurev.pharmtox.45.120403.100127.,Correia MA,Annu Rev Pharmacol Toxicol,2005,2005/4/12,,,10.1146/annurev.pharmtox.45.120403.100127
15796706,Ab initio quantum chemical and mixed quantum mechanics/molecular mechanics (QM/MM) methods for studying enzymatic catalysis,"Friesner RA, Guallar V.",Annu Rev Phys Chem. 2005;56:389-427. doi: 10.1146/annurev.physchem.55.091602.094410.,Friesner RA,Annu Rev Phys Chem,2005,2005/3/31,,,10.1146/annurev.physchem.55.091602.094410
15777095,Mass spectrometric methodology for the determination of glyoxaldeoxyguanosine and O6-hydroxyethyldeoxyguanosine DNA adducts produced by nitrosamine bident carcinogens,"Dennehy MK, Loeppky RN.",Chem Res Toxicol. 2005 Mar;18(3):556-65. doi: 10.1021/tx049802o.,Dennehy MK,Chem Res Toxicol,2005,2005/3/22,,,10.1021/tx049802o
15766918,Molecular cloning and functional analysis of cytochrome P450 1A2 from Japanese monkey liver: comparison with marmoset cytochrome P450 1A2,"Narimatsu S, Oda M, Hichiya H, Isobe T, Asaoka K, Hanioka N, Yamano S, Shinoda S, Yamamoto S.",Chem Biol Interact. 2005 Feb 28;152(1):1-12. doi: 10.1016/j.cbi.2005.01.006.,Narimatsu S,Chem Biol Interact,2005,2005/3/16,,,10.1016/j.cbi.2005.01.006
15723206,The intrinsic axial ligand effect on propene oxidation by horseradish peroxidase versus cytochrome P450 enzymes,"Kumar D, de Visser SP, Sharma PK, Derat E, Shaik S.",J Biol Inorg Chem. 2005 Mar;10(2):181-9. doi: 10.1007/s00775-004-0622-4. Epub 2005 Feb 19.,Kumar D,J Biol Inorg Chem,2005,2005/2/22,,,10.1007/s00775-004-0622-4
15716582,Evidence for two enzymatic pathways for omega-oxidation of docosanoic acid in rat liver microsomes,"Sanders RJ, Ofman R, Valianpour F, Kemp S, Wanders RJ.",J Lipid Res. 2005 May;46(5):1001-8. doi: 10.1194/jlr.M400510-JLR200. Epub 2005 Feb 16.,Sanders RJ,J Lipid Res,2005,2005/2/18,,,10.1194/jlr.M400510-JLR200
15709732,Metalloporphyrines as active site analogues--lessons from enzymes and enzyme models,Woggon WD.,Acc Chem Res. 2005 Feb;38(2):127-36. doi: 10.1021/ar0400793.,Woggon WD,Acc Chem Res,2005,2005/2/16,,,10.1021/ar0400793
15698579,Possible mechanisms underlying copper-induced damage in biological membranes leading to cellular toxicity,"Letelier ME, Lepe AM, Faúndez M, Salazar J, Marín R, Aracena P, Speisky H.",Chem Biol Interact. 2005 Jan 15;151(2):71-82. doi: 10.1016/j.cbi.2004.12.004.,Letelier ME,Chem Biol Interact,2005,2005/2/9,,,10.1016/j.cbi.2004.12.004
15625581,"Enzymatic redox reactions of the explosive 4,6-dinitrobenzofuroxan (DNBF): implications for its toxic action","Nemeikaite-Ceniene A, Sarlauskas J, Miseviciene L, Anusevicius Z, Maroziene A, Cenas N.",Acta Biochim Pol. 2004;51(4):1081-6.,Nemeikaite-Ceniene A,Acta Biochim Pol,2004,2004/12/31,,,
15606153,Oxidative DNA damage induced by carcinogenic dinitropyrenes in the presence of P450 reductase,"Murata M, Ohnishi S, Seike K, Fukuhara K, Miyata N, Kawanishi S.",Chem Res Toxicol. 2004 Dec;17(12):1750-6. doi: 10.1021/tx0497550.,Murata M,Chem Res Toxicol,2004,2004/12/21,,,10.1021/tx0497550
15603923,Propiconazole-induced cytochrome P450 gene expression and enzymatic activities in rat and mouse liver,"Sun G, Thai SF, Tully DB, Lambert GR, Goetz AK, Wolf DC, Dix DJ, Nesnow S.",Toxicol Lett. 2005 Feb 15;155(2):277-87. doi: 10.1016/j.toxlet.2004.10.006.,Sun G,Toxicol Lett,2005,2004/12/18,,,10.1016/j.toxlet.2004.10.006
15596008,Molecular characterization and functional expression of flavonol 6-hydroxylase,"Anzellotti D, Ibrahim RK.",BMC Plant Biol. 2004 Dec 13;4:20. doi: 10.1186/1471-2229-4-20.,Anzellotti D,BMC Plant Biol,2004,2004/12/15,PMC544895,,10.1186/1471-2229-4-20
15592323,A novel polymorphism of human CYP2A6 gene CYP2A6*17 has an amino acid substitution (V365M) that decreases enzymatic activity in vitro and in vivo,"Fukami T, Nakajima M, Yoshida R, Tsuchiya Y, Fujiki Y, Katoh M, McLeod HL, Yokoi T.",Clin Pharmacol Ther. 2004 Dec;76(6):519-27. doi: 10.1016/j.clpt.2004.08.014.,Fukami T,Clin Pharmacol Ther,2004,2004/12/14,,,10.1016/j.clpt.2004.08.014
15585370,Hypoxic inhibition of 3-methylcholanthrene-induced CYP1A1 expression is independent of HIF-1alpha,"Allen JW, Johnson RS, Bhatia SN.",Toxicol Lett. 2005 Jan 15;155(1):151-9. doi: 10.1016/j.toxlet.2004.09.006.,Allen JW,Toxicol Lett,2005,2004/12/9,,,10.1016/j.toxlet.2004.09.006
15578946,NOx and R-NOx: effects on drug metabolism,Miller RT.,Curr Drug Metab. 2004 Dec;5(6):535-42. doi: 10.2174/1389200043335388.,Miller RT,Curr Drug Metab,2004,2004/12/8,,,10.2174/1389200043335388
15574355,Metabolism of vitamin D3 by cytochromes P450,"Sakaki T, Kagawa N, Yamamoto K, Inouye K.",Front Biosci. 2005 Jan 1;10:119-34. doi: 10.2741/1514. Print 2005 Jan 1.,Sakaki T,Front Biosci,2005,2004/12/3,,,10.2741/1514
24981493,Combined quantum and molecular mechanics (QM/MM),Friesner RA.,Drug Discov Today Technol. 2004 Dec;1(3):253-60. doi: 10.1016/j.ddtec.2004.11.008.,Friesner RA,Drug Discov Today Technol,2004,2014/7/2,,,10.1016/j.ddtec.2004.11.008
15522862,"Kinetic and molecular analysis of 5-epiaristolochene 1,3-dihydroxylase, a cytochrome P450 enzyme catalyzing successive hydroxylations of sesquiterpenes","Takahashi S, Zhao Y, O'Maille PE, Greenhagen BT, Noel JP, Coates RM, Chappell J.",J Biol Chem. 2005 Feb 4;280(5):3686-96. doi: 10.1074/jbc.M411870200. Epub 2004 Nov 2.,Takahashi S,J Biol Chem,2005,2004/11/4,PMC2859954,NIHMS195092,10.1074/jbc.M411870200
15521013,Evidence for a new human CYP1A1 regulation pathway involving PPAR-alpha and 2 PPRE sites,"Sérée E, Villard PH, Pascussi JM, Pineau T, Maurel P, Nguyen QB, Fallone F, Martin PM, Champion S, Lacarelle B, Savouret JF, Barra Y.",Gastroenterology. 2004 Nov;127(5):1436-45. doi: 10.1053/j.gastro.2004.08.023.,Sérée E,Gastroenterology,2004,2004/11/3,,,10.1053/j.gastro.2004.08.023
15353333,Eight cytochrome P450s catalyze vitamin D metabolism,"Ohyama Y, Yamasaki T.",Front Biosci. 2004 Sep 1;9:3007-18. doi: 10.2741/1455.,Ohyama Y,Front Biosci,2004,2004/9/9,,,10.2741/1455
15350618,Phantom encodes the 25-hydroxylase of Drosophila melanogaster and Bombyx mori: a P450 enzyme critical in ecdysone biosynthesis,"Warren JT, Petryk A, Marqués G, Parvy JP, Shinoda T, Itoyama K, Kobayashi J, Jarcho M, Li Y, O'Connor MB, Dauphin-Villemant C, Gilbert LI.",Insect Biochem Mol Biol. 2004 Sep;34(9):991-1010. doi: 10.1016/j.ibmb.2004.06.009.,Warren JT,Insect Biochem Mol Biol,2004,2004/9/8,,,10.1016/j.ibmb.2004.06.009
15349722,Intragraft iNOS induction during human liver allograft rejection depresses cytochrome p450 activity,"Westerholt A, Himpel S, Hager-Gensch B, Maier S, Werner M, Stadler J, Doehmer J, Heidecke CD.",Transpl Int. 2004 Aug;17(7):370-8. doi: 10.1007/s00147-004-0728-1. Epub 2004 Jul 29.,Westerholt A,Transpl Int,2004,2004/9/7,,,10.1007/s00147-004-0728-1
15301574,Potential role of cerebral cytochrome P450 in clinical pharmacokinetics: modulation by endogenous compounds,"Gervasini G, Carrillo JA, Benitez J.",Clin Pharmacokinet. 2004;43(11):693-706. doi: 10.2165/00003088-200443110-00001.,Gervasini G,Clin Pharmacokinet,2004,2004/8/11,,,10.2165/00003088-200443110-00001
15238214,Expression and induction of CYP4F subfamily in human leukocytes and HL60 cells,"Kikuta Y, Yamashita Y, Kashiwagi S, Tani K, Okada K, Nakata K.",Biochim Biophys Acta. 2004 Jul 5;1683(1-3):7-15. doi: 10.1016/j.bbalip.2004.03.007.,Kikuta Y,Biochim Biophys Acta,2004,2004/7/9,,,10.1016/j.bbalip.2004.03.007
15225612,Novel human CYP2A6 alleles confound gene deletion analysis,"Nakajima M, Yoshida R, Fukami T, McLeod HL, Yokoi T.",FEBS Lett. 2004 Jul 2;569(1-3):75-81. doi: 10.1016/j.febslet.2004.05.053.,Nakajima M,FEBS Lett,2004,2004/7/1,,,10.1016/j.febslet.2004.05.053
15205181,Reoxygenation after hypoxia and glucose depletion causes reactive oxygen species production by mitochondria in HUVEC,"Therade-Matharan S, Laemmel E, Duranteau J, Vicaut E.",Am J Physiol Regul Integr Comp Physiol. 2004 Nov;287(5):R1037-43. doi: 10.1152/ajpregu.00048.2004. Epub 2004 Jun 17.,Therade-Matharan S,Am J Physiol Regul Integr Comp Physiol,2004,2004/6/19,,,10.1152/ajpregu.00048.2004
15178753,Random sequencing of an induced Taxus cell cDNA library for identification of clones involved in Taxol biosynthesis,"Jennewein S, Wildung MR, Chau M, Walker K, Croteau R.",Proc Natl Acad Sci U S A. 2004 Jun 15;101(24):9149-54. doi: 10.1073/pnas.0403009101. Epub 2004 Jun 3.,Jennewein S,Proc Natl Acad Sci U S A,2004,2004/6/5,PMC428488,,10.1073/pnas.0403009101
15118351,Cytochrome P-450 2D6*10 C188T polymorphism is associated with antipsychotic-induced persistent tardive dyskinesia in Chinese schizophrenic patients,"Liou YJ, Wang YC, Bai YM, Lin CC, Yu SC, Liao DL, Lin MW, Chen JY, Lai IC.",Neuropsychobiology. 2004;49(4):167-73. doi: 10.1159/000077360.,Liou YJ,Neuropsychobiology,2004,2004/5/1,,,10.1159/000077360
15111126,"Flavoenzyme-catalyzed redox cycling of hydroxylamino- and amino metabolites of 2,4,6-trinitrotoluene: implications for their cytotoxicity","Sarlauskas J, Nemeikaite-Ceniene A, Anusevicius Z, Miseviciene L, Julvez MM, Medina M, Gomez-Moreno C, Cenas N.",Arch Biochem Biophys. 2004 May 15;425(2):184-92. doi: 10.1016/j.abb.2004.02.043.,Sarlauskas J,Arch Biochem Biophys,2004,2004/4/28,,,10.1016/j.abb.2004.02.043
15089095,Formation and reduction of aryl and heterocyclic nitroso compounds and significance in the flux of hydroxylamines,"Kim D, Kadlubar FF, Teitel CH, Guengerich FP.",Chem Res Toxicol. 2004 Apr;17(4):529-36. doi: 10.1021/tx034267y.,Kim D,Chem Res Toxicol,2004,2004/4/20,,,10.1021/tx034267y
15032505,"Chemical reactivity as a tool to study carcinogenicity: reaction between estradiol and estrone 3,4-quinones ultimate carcinogens and guanine","Huetz P, Kamarulzaman EE, Wahab HA, Mavri J.",J Chem Inf Comput Sci. 2004 Mar-Apr;44(2):310-4. doi: 10.1021/ci030424n.,Huetz P,J Chem Inf Comput Sci,2004,2004/3/23,,,10.1021/ci030424n
15016564,Cytochrome P450-catalyzed brassinosteroid pathway activation through synthesis of castasterone and brassinolide in Phaseolus vulgaris,"Kim TW, Chang SC, Lee JS, Hwang B, Takatsuto S, Yokota T, Kim SK.",Phytochemistry. 2004 Mar;65(6):679-89. doi: 10.1016/j.phytochem.2004.01.007.,Kim TW,Phytochemistry,2004,2004/3/16,,,10.1016/j.phytochem.2004.01.007
14998683,In vitro biotransformation and genotoxicity of the drinking water disinfection byproduct bromodichloromethane: DNA binding mediated by glutathione transferase theta 1-1,"Ross MK, Pegram RA.",Toxicol Appl Pharmacol. 2004 Mar 1;195(2):166-81. doi: 10.1016/j.taap.2003.11.019.,Ross MK,Toxicol Appl Pharmacol,2004,2004/3/5,,,10.1016/j.taap.2003.11.019
14977570,Redundancy or flexibility: molecular diversity of the electron transfer components for P450 monooxygenases in higher plants,"Ohta D, Mizutani M.",Front Biosci. 2004 May 1;9:1587-97. doi: 10.2741/1356.,Ohta D,Front Biosci,2004,2004/2/24,,,10.2741/1356
14742249,Differential expression of thromboxane synthase in prostate carcinoma: role in tumor cell motility,"Nie D, Che M, Zacharek A, Qiao Y, Li L, Li X, Lamberti M, Tang K, Cai Y, Guo Y, Grignon D, Honn KV.",Am J Pathol. 2004 Feb;164(2):429-39. doi: 10.1016/S0002-9440(10)63133-1.,Nie D,Am J Pathol,2004,2004/1/27,PMC1602253,,10.1016/S0002-9440(10)63133-1
14716830,Stable expression of human cytochrome P450 2D6*10 in HepG2 cells,"Zhuge J, Yu YN, Wu XD.",World J Gastroenterol. 2004 Jan 15;10(2):234-7. doi: 10.3748/wjg.v10.i2.234.,Zhuge J,World J Gastroenterol,2004,2004/1/13,PMC4717011,,10.3748/wjg.v10.i2.234
14716467,Microbial P450 enzymes in biotechnology,"Urlacher VB, Lutz-Wahl S, Schmid RD.",Appl Microbiol Biotechnol. 2004 Apr;64(3):317-25. doi: 10.1007/s00253-003-1514-1. Epub 2004 Jan 10.,Urlacher VB,Appl Microbiol Biotechnol,2004,2004/1/13,,,10.1007/s00253-003-1514-1
14672738,Profiling transcript levels for steroidogenic enzymes in fetal tissues,"Pezzi V, Mathis JM, Rainey WE, Carr BR.",J Steroid Biochem Mol Biol. 2003 Nov;87(2-3):181-9. doi: 10.1016/j.jsbmb.2003.07.006.,Pezzi V,J Steroid Biochem Mol Biol,2003,2003/12/16,,,10.1016/j.jsbmb.2003.07.006
14669870,Microsomal transformation of organophosphorus pesticides by white rot fungi,"Jauregui J, Valderrama B, Albores A, Vazquez-Duhalt R.",Biodegradation. 2003 Dec;14(6):397-406. doi: 10.1023/a:1027316610450.,Jauregui J,Biodegradation,2003,2003/12/13,,,10.1023/a:1027316610450
14640711,Chip-based P450 drug metabolism coupled to electrospray ionization-mass spectrometry detection,"Benetton S, Kameoka J, Tan A, Wachs T, Craighead H, Henion JD.",Anal Chem. 2003 Dec 1;75(23):6430-6. doi: 10.1021/ac030249+.,Benetton S,Anal Chem,2003,2003/12/4,,,10.1021/ac030249+
14640697,Broad substrate specificity of human cytochrome P450 46A1 which initiates cholesterol degradation in the brain,"Mast N, Norcross R, Andersson U, Shou M, Nakayama K, Bjorkhem I, Pikuleva IA.",Biochemistry. 2003 Dec 9;42(48):14284-92. doi: 10.1021/bi035512f.,Mast N,Biochemistry,2003,2003/12/3,,,10.1021/bi035512f
14625345,"The use of deuterium isotope effects to probe the active site properties, mechanism of cytochrome P450-catalyzed reactions, and mechanisms of metabolically dependent toxicity","Nelson SD, Trager WF.",Drug Metab Dispos. 2003 Dec;31(12):1481-98. doi: 10.1124/dmd.31.12.1481.,Nelson SD,Drug Metab Dispos,2003,2003/11/20,,,10.1124/dmd.31.12.1481
14618296,"Cytochrome P450 2D6: overview and update on pharmacology, genetics, biochemistry","Zanger UM, Raimundo S, Eichelbaum M.",Naunyn Schmiedebergs Arch Pharmacol. 2004 Jan;369(1):23-37. doi: 10.1007/s00210-003-0832-2. Epub 2003 Nov 15.,Zanger UM,Naunyn Schmiedebergs Arch Pharmacol,2004,2003/11/18,,,10.1007/s00210-003-0832-2
14613819,Effects of the mycotoxins alpha- and beta-zearalenol on regulation of progesterone synthesis in cultured granulosa cells from porcine ovaries,"Tiemann U, Tomek W, Schneider F, Vanselow J.",Reprod Toxicol. 2003 Nov-Dec;17(6):673-81. doi: 10.1016/j.reprotox.2003.07.001.,Tiemann U,Reprod Toxicol,2003,2003/11/14,,,10.1016/j.reprotox.2003.07.001
14563706,Cytochrome P450 2D catalyze steroid 21-hydroxylation in the brain,"Kishimoto W, Hiroi T, Shiraishi M, Osada M, Imaoka S, Kominami S, Igarashi T, Funae Y.",Endocrinology. 2004 Feb;145(2):699-705. doi: 10.1210/en.2003-1109. Epub 2003 Oct 16.,Kishimoto W,Endocrinology,2004,2003/10/18,,,10.1210/en.2003-1109
14560037,Inhibition of adrenal cortical steroid formation by procaine is mediated by reduction of the cAMP-induced 3-hydroxy-3-methylglutaryl-coenzyme A reductase messenger ribonucleic acid levels,"Xu J, Lecanu L, Han Z, Yao Z, Greeson J, Papadopoulos V.",J Pharmacol Exp Ther. 2003 Dec;307(3):1148-57. doi: 10.1124/jpet.103.055178. Epub 2003 Oct 14.,Xu J,J Pharmacol Exp Ther,2003,2003/10/16,,,10.1124/jpet.103.055178
13680033,Identification of CYP2D6 alleles by single nucleotide polymorphism analysis using pyrosequencing,"Zackrisson AL, Lindblom B.",Eur J Clin Pharmacol. 2003 Oct;59(7):521-6. doi: 10.1007/s00228-003-0654-7. Epub 2003 Sep 6.,Zackrisson AL,Eur J Clin Pharmacol,2003,2003/9/19,,,10.1007/s00228-003-0654-7
12929135,Characterization of the mouse olfactory glutathione S-transferases during the acute phase response,"Weech M, Quash M, Walters E.",J Neurosci Res. 2003 Sep 1;73(5):679-85. doi: 10.1002/jnr.10687.,Weech M,J Neurosci Res,2003,2003/8/21,,,10.1002/jnr.10687
12926555,Metabolism of lidocaine by liver microsomes from streptozotocin-diabetic rats,"Gawrońska-Szklarz B, Musial D, Droździk M, Paprota B.",Pol J Pharmacol. 2003 Mar-Apr;55(2):251-4.,Gawrońska-Szklarz B,Pol J Pharmacol,2003,2003/8/21,,,
12920165,"Only truncated, not complete cytochrome p450 2D6 RNA transcript and no detectable enzyme activity are expressed in human lymphocytes","McConnachie LA, Phillips B, Bajpai M, Shen DD, Ho RJ.",Drug Metab Dispos. 2003 Sep;31(9):1103-7. doi: 10.1124/dmd.31.9.1103.,McConnachie LA,Drug Metab Dispos,2003,2003/8/16,,,10.1124/dmd.31.9.1103
12914527,Steroids control the aromatase gene expression in purified germ cells from the adult male rat,"Bourguiba S, Lambard S, Carreau S.",J Mol Endocrinol. 2003 Aug;31(1):83-94. doi: 10.1677/jme.0.0310083.,Bourguiba S,J Mol Endocrinol,2003,2003/8/14,,,10.1677/jme.0.0310083
12899537,Phytoestrogens and 17beta-estradiol influence vitamin D metabolism and receptor expression-relevance for colon cancer prevention,"Lechner D, Cross HS.",Recent Results Cancer Res. 2003;164:379-91.,Lechner D,Recent Results Cancer Res,2003,2003/8/6,,,
12871877,Towards a physiological role for cytochrome P450 aromatase in ejaculated human sperm,"Aquila S, Sisci D, Gentile M, Carpino A, Middea E, Catalano S, Rago V, Andò S.",Hum Reprod. 2003 Aug;18(8):1650-9. doi: 10.1093/humrep/deg340.,Aquila S,Hum Reprod,2003,2003/7/23,,,10.1093/humrep/deg340
12851118,Benzo[a]pyrene diones are produced by photochemical and enzymatic oxidation and induce concentration-dependent decreases in the proliferative state of human pulmonary epithelial cells,"Reed M, Monske M, Lauer F, Meserole S, Born J, Burchiel S.",J Toxicol Environ Health A. 2003 Jul 11;66(13):1189-205. doi: 10.1080/15287390306409.,Reed M,J Toxicol Environ Health A,2003,2003/7/10,,,10.1080/15287390306409
12834847,Epoxidation of styrene by human cyt P450 1A2 by thin film electrolysis and peroxide activation compared to solution reactions,"Estavillo C, Lu Z, Jansson I, Schenkman JB, Rusling JF.",Biophys Chem. 2003 May 1;104(1):291-6. doi: 10.1016/s0301-4622(02)00383-6.,Estavillo C,Biophys Chem,2003,2003/7/2,,,10.1016/s0301-4622(02)00383-6
12830367,Short period exposure to di-(2-ethylhexyl) phthalate regulates testosterone metabolism in testis of prepubertal rats,"Kim HS, Saito K, Ishizuka M, Kazusaka A, Fujita S.",Arch Toxicol. 2003 Aug;77(8):446-51. doi: 10.1007/s00204-003-0466-7. Epub 2003 Jun 27.,Kim HS,Arch Toxicol,2003,2003/6/28,,,10.1007/s00204-003-0466-7
12825981,Aflatoxin biosynthesis,"Yu J, Bhatnagar D, Ehrlich KC.",Rev Iberoam Micol. 2002 Dec;19(4):191-200.,Yu J,Rev Iberoam Micol,2002,2003/6/27,,,
12801099,Evidence of cytochrome P450-catalyzed cleavage of the ether bond of phenoxybutyrate herbicides in Rhodococcus erythropolis K2-3,"Sträuber H, Müller RH, Babel W.",Biodegradation. 2003;14(1):41-50. doi: 10.1023/a:1023550209155.,Sträuber H,Biodegradation,2003,2003/6/13,,,10.1023/a:1023550209155
12797816,A proton-shuttle mechanism mediated by the porphyrin in benzene hydroxylation by cytochrome p450 enzymes,"de Visser SP, Shaik S.",J Am Chem Soc. 2003 Jun 18;125(24):7413-24. doi: 10.1021/ja034142f.,de Visser SP,J Am Chem Soc,2003,2003/6/12,,,10.1021/ja034142f
12782149,Metabolism of 25-hydroxyvitamin D3 by microsomal and mitochondrial vitamin D3 25-hydroxylases (CYP2D25 and CYP27A1): a novel reaction by CYP27A1,"Araya Z, Hosseinpour F, Bodin K, Wikvall K.",Biochim Biophys Acta. 2003 Jun 10;1632(1-3):40-7. doi: 10.1016/s1388-1981(03)00062-3.,Araya Z,Biochim Biophys Acta,2003,2003/6/5,,,10.1016/s1388-1981(03)00062-3
12701738,Steroidogenic enzyme expression in the rat cochlea,"Lecain E, Yang TH, Tran Ba Huy P.",Acta Otolaryngol. 2003 Jan;123(2):187-91. doi: 10.1080/0036554021000028106.,Lecain E,Acta Otolaryngol,2003,2003/4/19,,,10.1080/0036554021000028106
